iter	Passed	Remaining
1704	4819	833
1705	4821	830
1706	4825	828
1707	4831	825
1708	4834	823
1709	4840	820
1710	4843	818
1711	4845	815
1712	4847	812
1713	4855	810
1714	4858	807
1715	4861	804
1716	4865	801
1717	4867	799
1718	4870	796
1719	4873	793
1720	4875	790
1721	4879	787
1722	4881	784
1723	4883	781
1724	4887	779
1725	4889	776
1726	4891	773
1727	4893	770
1728	4894	767
1729	4896	764
1730	4898	761
1731	4901	758
1732	4903	755
1733	4905	752
1734	4907	749
1735	4909	746
1736	4913	743
1737	4915	740
1738	4917	737
1739	4918	734
1740	4920	731
1741	4922	729
1742	4925	726
1743	4927	723
1744	4929	720
1745	4932	717
1746	4935	714
1747	4937	711
1748	4939	708
1749	4941	705
1750	4943	702
1751	4945	700
1752	4946	697
1753	4953	694
1754	4955	691
1755	4957	688
1756	4959	685
1757	4963	683
1758	4966	680
1759	4969	677
1760	4970	674
1761	4972	671
1762	4981	669
1763	4983	666
1764	4984	663
1765	4987	660
1766	4991	658
1767	4995	655
1768	4998	652
1769	4999	649
1770	5005	647
1771	5011	644
1772	5012	641
1773	5017	639
1774	5019	636
1775	5020	633
1776	5024	630
1777	5027	627
1778	5031	625
1779	5032	622
1780	5034	619
1781	5036	616
1782	5038	613
1783	5044	610
1784	5047	607
1785	5049	605
1786	5051	602
1787	5052	599
1788	5056	596
1789	5060	593
1790	5062	590
1791	5064	587
1792	5065	584
1793	5071	582
1794	5076	579
1795	5078	576
1796	5081	574
1797	5084	571
1798	5087	568
1799	5090	565
1800	5092	562
1801	5094	559
1802	5097	556
1803	5099	554
1804	5103	551
1805	5105	548
1806	5107	545
1807	5121	543
1808	5123	541
1809	5125	538
1810	5133	535
1811	5138	533
1812	5141	530
1813	5143	527
1814	5144	524
1815	5146	521
1816	5151	518
1817	5153	515
1818	5155	512
1819	5156	510
1820	5158	507
1821	5162	504
1822	5164	501
1823	5167	498
1824	5169	495
1825	5171	492
1826	5173	489
1827	5176	487
1828	5178	484
1829	5180	481
1830	5182	478
1831	5183	475
1832	5187	472
1833	5189	469
1834	5192	466
1835	5194	463
1836	5196	461
1837	5197	458
1838	5207	455
1839	5209	452
1840	5211	450
1841	5216	447
1842	5217	444
1843	5219	441
1844	5221	438
1845	5223	435
1846	5230	433
1847	5233	430
1848	5235	427
1849	5236	424
1850	5238	421
1851	5241	418
1852	5244	416
1853	5247	413
1854	5249	410
1855	5251	407
1856	5253	404
1857	5257	401
1858	5258	398
1859	5260	395
1860	5262	393
1861	5263	390
1862	5265	387
1863	5268	384
1864	5270	381
1865	5272	378
1866	5273	375
1867	5275	372
1868	5277	369
1869	5280	367
1870	5282	364
1871	5285	361
1872	5287	358
1873	5289	355
1874	5296	353
1875	5298	350
1876	5300	347
1877	5302	344
1878	5309	341
1879	5311	339
1880	5313	336
1881	5315	333
1882	5320	330
1883	5323	327
1884	5325	324
1885	5327	322
1886	5329	319
1887	5335	316
1888	5338	313
1889	5340	310
1890	5343	308
1891	5345	305
1892	5349	302
1893	5351	299
1894	5353	296
1895	5355	293
1896	5359	290
1897	5361	288
1898	5367	285
1899	5369	282
1900	5373	279
1901	5376	276
1902	5378	274
1903	5380	271
1904	5382	268
1905	5385	265
1906	5387	262
1907	5389	259
1908	5391	257
1909	5393	254
1910	5395	251
1911	5398	248
1912	5400	245
1913	5401	242
1914	5403	239
1915	5405	236
1916	5408	234
1917	5410	231
1918	5412	228
1919	5413	225
1920	5415	222
1921	5417	219
1922	5419	216
1923	5422	214
1924	5424	211
1925	5425	208
1926	5427	205
1927	5429	202
1928	5432	199
1929	5435	197
1930	5437	194
1931	5438	191
1932	5440	188
1933	5442	185
1934	5444	182
1935	5452	180
1936	5454	177
1937	5456	174
1938	5460	171
1939	5462	168
1940	5464	166
1941	5467	163
1942	5472	160
1943	5474	157
1944	5476	154
1945	5478	152
1946	5479	149
1947	5482	146
1948	5487	143
1949	5489	140
1950	5492	137
1951	5496	135
1952	5500	132
1953	5504	129
1954	5506	126
1955	5508	123
1956	5513	121
1957	5515	118
1958	5518	115
1959	5522	112
1960	5525	109
1961	5527	107
1962	5529	104
1963	5531	101
1964	5539	98
1965	5542	95
1966	5544	93
1967	5549	90
1968	5554	87
1969	5556	84
1970	5570	81
1971	5582	79
1972	5587	76
1973	5589	73
1974	5603	70
1975	5611	68
1976	5619	65
1977	5621	62
1978	5623	59
1979	5626	56
1980	5632	54
1981	5637	51
1982	5641	48
1983	5645	45
1984	5647	42
1985	5650	39
1986	5653	36
1987	5657	34
1988	5659	31
1989	5661	28
1990	5663	25
1991	5667	22
1992	5671	19
1993	5673	17
1994	5676	14
1995	5678	11
1996	5682	8
1997	5684	5
1998	5686	2
1999	5689	0
