iter	RMSE
397	0.4301273219
398	0.4298226817
399	0.4296305897
400	0.4294071398
401	0.4292469745
402	0.4290558239
403	0.4288977464
404	0.428713044
405	0.4284860895
406	0.4283051258
407	0.4281205656
408	0.42796629
409	0.4278858399
410	0.427621121
411	0.4273527332
412	0.4271841164
413	0.4269740569
414	0.4266296339
415	0.4264544215
416	0.4263037222
417	0.4261556506
418	0.4259616289
419	0.4258144202
420	0.4256984574
421	0.4255194694
422	0.4253576606
423	0.4252380426
424	0.4250863536
425	0.4249640877
426	0.4248186687
427	0.4246356185
428	0.4244841815
429	0.4243003929
430	0.42410618
431	0.423927885
432	0.423762749
433	0.4236409366
434	0.4234166682
435	0.4232935237
436	0.42305378
437	0.4228299462
438	0.4226761771
439	0.4225306409
440	0.422343957
441	0.4222176288
442	0.4220284028
443	0.4218403137
444	0.4216781095
445	0.421467573
446	0.4212963447
447	0.4211750653
448	0.420767743
449	0.4205905161
450	0.420432031
451	0.4202435337
452	0.4199940953
453	0.4198563499
454	0.4197146128
455	0.4195719546
456	0.419381145
457	0.419208919
458	0.4190738418
459	0.4188223442
460	0.4186226989
461	0.4184869328
462	0.4183285974
463	0.4181535432
464	0.4180191137
465	0.4178809688
466	0.4177255065
467	0.4175859638
468	0.4173812644
469	0.4172470094
470	0.4171114141
471	0.4169941747
472	0.4168176117
473	0.4165983693
474	0.4164531292
475	0.4163429416
476	0.4161429403
477	0.4160061749
478	0.4159173991
479	0.4157784138
480	0.4156243677
481	0.4154304874
482	0.4152978762
483	0.4151854794
484	0.4148500346
485	0.4146935117
486	0.4145554202
487	0.4144203362
488	0.4142092288
489	0.4140412523
490	0.4138866265
491	0.4137405168
492	0.4135823387
493	0.4134696389
494	0.4133441552
495	0.4132656586
496	0.4131578078
497	0.4130034767
498	0.4128148463
499	0.4126362225
500	0.4125030204
501	0.4123386719
502	0.4121534788
503	0.4120423319
504	0.4119094893
505	0.4117752298
506	0.411699889
507	0.4115868259
508	0.411450287
509	0.411314452
510	0.4112015849
511	0.4110256032
512	0.4109047139
513	0.4107445548
514	0.4106451493
515	0.4104228686
516	0.4102305919
517	0.4098858694
518	0.4096909544
519	0.4095609001
520	0.4093728173
521	0.4091735266
522	0.409052421
523	0.4089100105
524	0.4087878886
525	0.4085901691
526	0.4084654127
527	0.4083333711
528	0.4082046855
529	0.4080531606
530	0.4079422221
531	0.4078108874
532	0.4076736522
533	0.4074106231
534	0.4072676369
535	0.4071607087
536	0.4069664751
537	0.406831928
538	0.4066199332
539	0.4064529968
540	0.4061734098
541	0.4060520597
542	0.4059464438
543	0.4058412356
544	0.4056820067
545	0.4055223633
546	0.4052464185
547	0.404998257
548	0.4048262322
549	0.4047515674
550	0.4046171485
551	0.4044440689
552	0.4043217678
553	0.404198696
554	0.4040208044
555	0.4038799956
556	0.4037731794
557	0.4035985183
558	0.4034302722
559	0.4033241928
560	0.4031486982
561	0.4030081464
562	0.4028715524
563	0.4026807278
564	0.4024442095
565	0.4022648274
566	0.4021160283
567	0.4020059574
568	0.4018679172
569	0.4014919425
570	0.4013799734
571	0.4011163289
572	0.4009888187
573	0.4008768302
574	0.4007670688
575	0.4006177381
576	0.4005119877
577	0.400308454
578	0.4001435401
579	0.4000311144
580	0.3998341432
581	0.3996892947
582	0.399559865
583	0.3994293197
584	0.3992938487
585	0.3991686892
586	0.3990297901
587	0.3988689661
588	0.3987873351
589	0.3986836829
590	0.3985805896
591	0.3984722074
592	0.3983603289
593	0.3981053767
594	0.3980090246
595	0.397863414
596	0.3977660755
597	0.3976302887
598	0.3975345279
599	0.3974133036
600	0.3972925372
601	0.3971726088
602	0.3970965584
603	0.3969872111
604	0.3967491197
605	0.396606648
606	0.3964984281
607	0.3963316395
608	0.396151993
609	0.395941485
610	0.3957722852
611	0.3956622955
612	0.3955374555
613	0.3954070221
614	0.3953224777
615	0.3952117499
616	0.3950155251
617	0.3949366202
618	0.3948325209
619	0.3946299408
620	0.3944949804
621	0.3943625067
622	0.3942766558
623	0.3941835051
624	0.3940705661
625	0.3939003623
626	0.3937386926
627	0.3936635796
628	0.39356012
629	0.393436583
630	0.3932921209
631	0.393129507
632	0.3929848323
633	0.3928867559
634	0.3926684959
635	0.3925650938
636	0.3924413398
637	0.3923285609
638	0.3921942994
639	0.3919279839
640	0.3918141883
641	0.3916979093
642	0.3916231261
643	0.391494925
644	0.3913678635
645	0.3912623933
646	0.3911213329
647	0.3910095888
648	0.3908956479
649	0.3908107012
650	0.3907051327
651	0.3906024106
652	0.3905297614
653	0.3904072724
654	0.3903042268
655	0.3902012291
656	0.3900734196
657	0.3899599819
658	0.3897949443
659	0.3897061364
660	0.3896065673
661	0.3894605783
662	0.3893308766
663	0.3892760781
664	0.3891254504
665	0.3889942299
666	0.3889529116
667	0.3887746379
668	0.3886851053
669	0.3886106836
670	0.3884459719
671	0.3883065974
672	0.388135222
673	0.3880194183
674	0.38791644
675	0.3878792556
676	0.3876741257
677	0.387519694
678	0.387421694
679	0.387327548
680	0.3871853994
681	0.3870895314
682	0.3869330514
683	0.3868482989
684	0.3867304695
685	0.3866231247
686	0.3864163915
687	0.3862943623
688	0.3862163625
689	0.3861200017
690	0.3860499103
691	0.386009165
692	0.3859149639
693	0.3857795719
694	0.3857307844
695	0.3856567748
696	0.3855193376
697	0.3853842222
698	0.3851348545
699	0.3850254912
700	0.3848969901
701	0.3847610354
702	0.3846269319
703	0.3845037776
704	0.3844702639
705	0.3843422615
706	0.3842382988
707	0.3841210284
708	0.3840284809
709	0.3839380425
710	0.3838165489
711	0.3837251773
712	0.3836661894
713	0.383541961
714	0.3834481107
715	0.3833515855
716	0.3832124307
717	0.3831026948
718	0.3830152847
719	0.3828566381
720	0.3827544838
721	0.3826362981
722	0.3825022762
723	0.3823783832
724	0.3822400364
725	0.3821768212
726	0.3819867293
727	0.3818234028
728	0.3816657347
729	0.3815615823
730	0.3814832891
731	0.3813838737
732	0.381228796
733	0.3811588672
734	0.3810774946
735	0.380944136
736	0.3808238046
737	0.3806739551
738	0.3805861433
739	0.3805123118
740	0.3804101112
741	0.3803023489
742	0.3802051594
743	0.3800889384
744	0.3799615649
745	0.3798089898
746	0.3797246224
747	0.3795915433
748	0.3794752666
749	0.3794224841
750	0.3793146985
751	0.3791282414
752	0.3790471729
753	0.3789056947
754	0.3787653532
755	0.3786765715
756	0.3785868148
757	0.3784692119
758	0.378333133
759	0.3782684764
760	0.3781728086
761	0.3780669616
762	0.3779377744
763	0.3778932129
764	0.3778242421
765	0.3776716297
766	0.3775671022
767	0.3775131859
768	0.3774377945
769	0.3773683107
770	0.377297078
771	0.3772179653
772	0.377111659
773	0.3770175899
774	0.3769347947
775	0.3768407121
776	0.3767979162
777	0.3765919023
778	0.3765268702
779	0.3764503939
780	0.3763155955
781	0.3762505811
782	0.3760967473
783	0.3758998291
784	0.3757838858
785	0.3756663678
786	0.3756068597
787	0.3755284106
788	0.3754466277
789	0.3753317629
790	0.3752556401
791	0.3751646644
792	0.3750847561
793	0.3749971263
794	0.3749380143
795	0.3748945744
796	0.3748183161
797	0.3747229835
798	0.3746442136
799	0.3745758549
800	0.3743911232
801	0.3742871996
802	0.3742235475
803	0.3740534961
804	0.3739839942
805	0.3738882271
806	0.3737897309
807	0.373697514
808	0.3735776033
809	0.3734924045
810	0.3733615195
811	0.3732771117
812	0.373205234
813	0.373116503
814	0.3730139512
815	0.3728371066
816	0.3727750144
817	0.3726385931
818	0.3724662153
819	0.3723450071
820	0.3721963486
821	0.3721038056
822	0.372014232
823	0.3719231961
824	0.3718719361
825	0.371784047
826	0.3716355147
827	0.3715466738
828	0.3714745723
829	0.3713887143
830	0.3712089345
831	0.3710445283
832	0.3709802342
833	0.3708398104
834	0.3707722738
835	0.3707083389
836	0.3706256219
837	0.3705479908
838	0.3704785931
839	0.370406852
840	0.3703062809
841	0.3701988376
842	0.3701387397
843	0.3699451085
844	0.3698306424
845	0.3696936092
846	0.3695967017
847	0.3694469915
848	0.3693758818
849	0.3692456971
850	0.3691734688
851	0.3691023734
852	0.3689663972
853	0.3689019261
854	0.368763087
855	0.3686449954
856	0.3685355121
857	0.3683970493
858	0.3683197395
859	0.3682514945
860	0.3681908527
861	0.3680831294
862	0.3680027527
863	0.3678344141
864	0.3677306257
865	0.3676010073
866	0.3675321613
867	0.3674254443
868	0.3672963987
869	0.3672179659
870	0.3670445851
871	0.3668826771
872	0.3668224529
873	0.3667509523
874	0.3666173767
875	0.3665533264
876	0.3663874172
877	0.3662693268
878	0.3661415069
879	0.3660213343
880	0.3659058892
881	0.3657682076
882	0.3656533163
883	0.3655440558
884	0.3654506007
885	0.3653823828
886	0.3653085879
887	0.3651846261
888	0.3650506998
889	0.3650173008
890	0.3648515845
891	0.3647524153
892	0.3646527822
893	0.3645754454
894	0.3645144534
895	0.3644231937
896	0.3643520862
897	0.3642807501
898	0.364192511
899	0.3641248378
900	0.3639566323
901	0.3638876908
902	0.3637694658
903	0.3636309363
904	0.3635477024
905	0.3634397414
906	0.3633513871
907	0.3632754762
908	0.3632169336
909	0.3630672785
910	0.3629687941
911	0.3628523161
912	0.3628086658
913	0.3626946311
914	0.3625996213
915	0.3625486588
916	0.3624155837
917	0.3623102657
918	0.3622236887
919	0.3621647178
920	0.3621025174
921	0.3620187025
922	0.3619097111
923	0.3618026404
924	0.3616958898
925	0.3616520451
926	0.3616099019
927	0.3615707927
928	0.36148777
929	0.3613681712
930	0.3613120123
931	0.3612268905
932	0.361171067
933	0.3610953199
934	0.3609844614
935	0.3608792619
936	0.3607358278
937	0.3606232391
938	0.3605604201
939	0.3604373921
940	0.3603299849
941	0.3602609243
942	0.3601796143
943	0.3600518539
944	0.3599819695
945	0.3598998944
946	0.3597286468
947	0.3596196951
948	0.359521348
949	0.3594389977
950	0.3593676886
951	0.3592603831
952	0.3591320845
953	0.359025402
954	0.3589467146
955	0.3588707328
956	0.3588144312
957	0.3587198972
958	0.3586102927
959	0.3585007255
960	0.3584019976
961	0.3582911436
962	0.358204811
963	0.3581763925
964	0.3581038999
965	0.358005669
966	0.3578656365
967	0.3577936372
968	0.3577533227
969	0.3576314473
970	0.3575559325
971	0.357475985
972	0.3573853607
973	0.3572826415
974	0.3572073098
975	0.3571146175
976	0.3570370982
977	0.3569659047
978	0.3569082433
979	0.3567985143
980	0.3567682444
981	0.3566921559
982	0.3565845829
983	0.3564561275
984	0.3563820248
985	0.3563027418
986	0.3562052874
987	0.3561292404
988	0.3559166656
989	0.3558521151
990	0.3557552914
991	0.3556824289
992	0.3556163643
993	0.3555328712
994	0.3554735645
995	0.3554010003
996	0.3553206876
997	0.3551858337
998	0.3550440912
999	0.3549721422
1000	0.3548647237
1001	0.3547945242
1002	0.354712732
1003	0.3546512173
1004	0.354533862
1005	0.35444388
1006	0.354339391
1007	0.3542739251
1008	0.3541665435
1009	0.3541125032
1010	0.3539081135
1011	0.3538247013
1012	0.3538031466
1013	0.3537099064
1014	0.3535962431
1015	0.3535151991
1016	0.3534663377
1017	0.3533599358
1018	0.3532305723
1019	0.3531348198
1020	0.3530336652
1021	0.3529643983
1022	0.3528965145
1023	0.3528433143
1024	0.3527564759
1025	0.3527096558
1026	0.3526348696
1027	0.3525770831
1028	0.352490908
1029	0.3524171256
1030	0.3522926177
1031	0.3521603616
1032	0.3520291169
1033	0.3519370208
1034	0.3518672285
1035	0.3517984302
1036	0.3517019971
1037	0.3515927697
1038	0.3514988304
1039	0.3513420571
1040	0.3512394013
1041	0.3511894852
1042	0.3510724143
1043	0.3509775694
1044	0.3508599359
1045	0.3507797752
1046	0.3506520389
1047	0.3505809773
1048	0.3504872656
1049	0.3503892229
1050	0.350318805
1051	0.3502574745
1052	0.3501744917
1053	0.3500821943
1054	0.3500073748
1055	0.3499354763
1056	0.349874315
1057	0.34979205
1058	0.3496898424
1059	0.3495967322
1060	0.3495131473
1061	0.3493973175
1062	0.3493198391
1063	0.349214321
1064	0.3490799904
1065	0.3490146354
1066	0.348926225
1067	0.3488665839
1068	0.348754279
1069	0.3486630089
1070	0.3485631689
1071	0.3484662037
1072	0.3483995254
1073	0.3483418619
1074	0.3482586142
1075	0.3481952741
1076	0.34809405
1077	0.3480287085
1078	0.3479452328
1079	0.3478831469
1080	0.3477811726
1081	0.3477197281
1082	0.3476444273
1083	0.3475795453
1084	0.3475311996
1085	0.3474570644
1086	0.347386855
1087	0.3472136473
1088	0.3471445313
1089	0.3470486286
1090	0.3469532594
1091	0.3468779568
1092	0.3467588269
1093	0.3466803362
1094	0.346603789
1095	0.3465030419
1096	0.3464380475
1097	0.3463741442
1098	0.3463210092
1099	0.3462011018
1100	0.3461141108
1101	0.3459913846
1102	0.345916566
1103	0.3458609591
1104	0.3457578871
1105	0.345604602
1106	0.3454595144
1107	0.3453558393
1108	0.3452985321
1109	0.3452387164
1110	0.3451829322
1111	0.3451123222
1112	0.3450593424
1113	0.3449283209
1114	0.3448599029
1115	0.3447517315
1116	0.344678514
1117	0.3446402673
1118	0.344552547
1119	0.3445042845
1120	0.3444482747
1121	0.3442077722
1122	0.3441163399
1123	0.3440385128
1124	0.3439961215
1125	0.3438421616
1126	0.3437956605
1127	0.3436320552
1128	0.3435253033
1129	0.3434401945
1130	0.343372887
1131	0.3433058064
1132	0.3432073624
1133	0.3431097509
1134	0.3430042806
1135	0.3429140265
1136	0.3427752669
1137	0.3427039815
1138	0.3426098441
1139	0.3425311595
1140	0.342450961
1141	0.3423776176
1142	0.3423063968
1143	0.3421872378
1144	0.3421198479
1145	0.3420381956
1146	0.3419778981
1147	0.3418937646
1148	0.3418717535
1149	0.3417928326
1150	0.3416896098
1151	0.341605945
1152	0.3414924641
1153	0.3414282258
1154	0.3413438102
1155	0.3412862742
1156	0.3411936295
1157	0.3411314202
1158	0.3410792878
1159	0.34091759
1160	0.3408625821
1161	0.3407560349
1162	0.3406709067
1163	0.3405325497
1164	0.3404802831
1165	0.340439623
1166	0.3403988126
1167	0.340283643
1168	0.3401822766
1169	0.3400876114
1170	0.340018145
1171	0.3399486263
1172	0.339895077
1173	0.3398101571
1174	0.3397265091
1175	0.3396852414
1176	0.3396340377
1177	0.3395824326
1178	0.3395295939
1179	0.3393904346
1180	0.3393465188
1181	0.3392861658
1182	0.3391631092
1183	0.3390662492
1184	0.3389765508
1185	0.3389288911
1186	0.3388748962
1187	0.3387392105
1188	0.3386891857
1189	0.3385700908
1190	0.3384895043
1191	0.3384689521
1192	0.3383352238
1193	0.3382706315
1194	0.3381896411
1195	0.3381172971
1196	0.3380503704
1197	0.3379861857
1198	0.3378824804
1199	0.3378063936
1200	0.3377261967
1201	0.337592477
1202	0.3375418991
1203	0.3374884325
1204	0.3374533742
1205	0.3374304727
1206	0.3373267161
1207	0.3372336417
1208	0.3371399652
1209	0.3370375311
1210	0.3369402286
1211	0.336832097
1212	0.3367854825
1213	0.3366851925
1214	0.3365778964
1215	0.3365030142
1216	0.3364484331
1217	0.3363658668
1218	0.3363101268
1219	0.3362749173
1220	0.3361871582
1221	0.3361030669
1222	0.3360122494
1223	0.3359109773
1224	0.3358549488
1225	0.3357767799
1226	0.3356727035
1227	0.3356345281
1228	0.3355506397
1229	0.3354473884
1230	0.3353891735
1231	0.3353457778
1232	0.3352557537
1233	0.3351730613
1234	0.3351123681
1235	0.3350197244
1236	0.3349532114
1237	0.3348791119
1238	0.3347967098
1239	0.3347162675
1240	0.334692108
1241	0.3346174527
1242	0.3345207445
1243	0.3344998237
1244	0.3344115363
1245	0.3343277764
1246	0.3342447649
1247	0.3341821686
1248	0.3341637036
1249	0.3340999755
1250	0.3340141979
1251	0.3339396921
1252	0.3338631374
1253	0.3337668353
1254	0.3336944224
1255	0.3336402615
1256	0.3335724285
1257	0.3335189736
1258	0.333480864
1259	0.3334014717
1260	0.3333532079
1261	0.3332697797
1262	0.3332220222
1263	0.3331173815
1264	0.3330227509
1265	0.3329526261
1266	0.3329136381
1267	0.3328384284
1268	0.3327832618
1269	0.3327192089
1270	0.3326168704
1271	0.332510086
1272	0.332446068
1273	0.3323482256
1274	0.3323078489
1275	0.3322699467
1276	0.3321817838
1277	0.33213762
1278	0.3320522645
1279	0.3319879718
1280	0.3319188196
1281	0.3318586991
1282	0.3317191146
1283	0.3316708282
1284	0.3315449217
1285	0.3314736044
1286	0.3314120525
1287	0.3313490719
1288	0.3313195398
1289	0.3311935785
1290	0.3311441383
1291	0.3310598668
1292	0.3309925703
1293	0.3308887205
1294	0.3308311533
1295	0.3307893285
1296	0.330728195
1297	0.3306445445
1298	0.3304604678
1299	0.3304167256
1300	0.3303388909
1301	0.3302859979
1302	0.3302385263
1303	0.3301772841
1304	0.3301095758
1305	0.3300222506
1306	0.3299411954
1307	0.3298863798
1308	0.3298149932
1309	0.329751947
1310	0.329707835
1311	0.3296311669
1312	0.3295271553
1313	0.3294652698
1314	0.3293931388
1315	0.3293249442
1316	0.3292230288
1317	0.3291904271
1318	0.3290976508
1319	0.3289954967
1320	0.3289458354
1321	0.3288655628
1322	0.3287915203
1323	0.3287343624
1324	0.3286804655
1325	0.3285822801
1326	0.3285473416
1327	0.3284660175
1328	0.3283979824
1329	0.3283351429
1330	0.3282684383
1331	0.3281973798
1332	0.3281238592
1333	0.3280985765
1334	0.3280082447
1335	0.3279660136
1336	0.3279295577
1337	0.32783912
1338	0.3277404597
1339	0.3276863764
1340	0.3275957423
1341	0.327535245
1342	0.3274856587
1343	0.3273864792
1344	0.3273353518
1345	0.3272612725
1346	0.3271792933
1347	0.3270922618
1348	0.327015348
1349	0.326968082
1350	0.3269071162
1351	0.3268617465
1352	0.3268032947
1353	0.3267457482
1354	0.3267024976
1355	0.3266354543
1356	0.3266076379
1357	0.3265291834
1358	0.3264835667
1359	0.3264097511
1360	0.3263289642
1361	0.3262518031
1362	0.3261809491
1363	0.3261496666
1364	0.3260835472
1365	0.326001343
1366	0.3259484945
1367	0.325873854
1368	0.3258444323
1369	0.3258021849
1370	0.3257418124
1371	0.3256732877
1372	0.3256183624
1373	0.325517816
1374	0.3254402638
1375	0.3253674444
1376	0.3252899838
1377	0.3252486305
1378	0.3252015152
1379	0.3250724605
1380	0.3249082834
1381	0.3248531676
1382	0.3247719315
1383	0.3247338463
1384	0.3246545218
1385	0.3246214626
1386	0.3245387395
1387	0.3244623429
1388	0.324449479
1389	0.3243866498
1390	0.324332749
1391	0.3242787932
1392	0.3242493099
1393	0.3241665282
1394	0.3240062525
1395	0.3239315459
1396	0.3238815145
1397	0.3238387975
1398	0.3237435598
1399	0.3236755997
1400	0.323612894
1401	0.3235517677
1402	0.3235030068
1403	0.3234526236
1404	0.3233850206
1405	0.3233542981
1406	0.323312692
1407	0.3232754417
1408	0.3231990141
1409	0.3231109862
1410	0.3230699049
1411	0.3230016787
1412	0.3229660681
1413	0.3229311084
1414	0.3229031124
1415	0.3228222397
1416	0.3227379621
1417	0.3226748811
1418	0.3226352482
1419	0.3225698103
1420	0.3225162946
1421	0.3224490319
1422	0.3223814744
1423	0.3223446097
1424	0.322293049
1425	0.3222130182
1426	0.3221681818
1427	0.3221074261
1428	0.3220781733
1429	0.3220233499
1430	0.3218838654
1431	0.3218545251
1432	0.3218063292
1433	0.321752278
1434	0.3217219821
1435	0.3216682972
1436	0.3216202358
1437	0.3215429347
1438	0.3214354123
1439	0.3213844577
1440	0.3213320164
1441	0.3212476957
1442	0.3211707966
1443	0.3210930309
1444	0.3210071086
1445	0.320970595
1446	0.3208306664
1447	0.3207798174
1448	0.3207453026
1449	0.3206855546
1450	0.3206287377
1451	0.3205489106
1452	0.3204594435
1453	0.3203894429
1454	0.3203095137
1455	0.3202310325
1456	0.3201426132
1457	0.3200934745
1458	0.3200672926
1459	0.3199888522
1460	0.3199088915
1461	0.3198414493
1462	0.3197644675
1463	0.3197082266
1464	0.3196181577
1465	0.3195575343
1466	0.3195106918
1467	0.3194374675
1468	0.3194141923
1469	0.3192876692
1470	0.3192521525
1471	0.3192231521
1472	0.3191875334
1473	0.3191329373
1474	0.3190166032
1475	0.3189629077
1476	0.3188855493
1477	0.3188542831
1478	0.3187665927
1479	0.3187138994
1480	0.3186556656
1481	0.3185578013
1482	0.3184455681
1483	0.3184057951
1484	0.3183486682
1485	0.3182743381
1486	0.3181687743
1487	0.3181059263
1488	0.3180556782
1489	0.3180085748
1490	0.3179594775
1491	0.3179199275
1492	0.3178682721
1493	0.3178141864
1494	0.3177427447
1495	0.3176791098
1496	0.3176030878
1497	0.3175315431
1498	0.317467176
1499	0.3174141466
1500	0.317340607
1501	0.3172327033
1502	0.3171776409
1503	0.3171094819
1504	0.3170651591
1505	0.3169365526
1506	0.316898206
1507	0.3168502322
1508	0.3167713161
1509	0.3167234572
1510	0.3166949941
1511	0.3166027209
1512	0.3165245051
1513	0.3164627474
